a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
provenance,ˈpɹɒ.və.nəns,,"['verb', 'noun']"
provender,ˈpɹɒvɪndə,,"['verb', 'noun']"
proverb,ˈpɹɒvɜːb,,"['verb', 'noun']"
proverbial,pɹəˈvɜɹb.iː.əl,,"['adjective', 'noun']"
proves,pɹuːvz,,"['verb', 'noun']"
provide,pɹəˈvaɪd,,"['adverb', 'verb', 'noun']"
provided,pɹəˈvaɪdɪd,,"['conjunction', 'verb']"
providence,ˈpɹɒvɪdəns,,['noun']
provident,ˈpɹɒvɪdənt,,"['adjective', 'verb']"
providential,pɹɒvɪˈdɛnʃl̩,,['adjective']
provider,ˌproːˈvɑi̯.dər,,['noun']
provides,pɹəˈvaɪdz,,['verb']
providing,pɹəˈvaɪdɪŋ,,"['verb', 'noun']"
province,ˈpɹɑvɪns,,['noun']
provinces,ˈpɹɑvɪnsɪz,,['noun']
provincial,pɹəˈvɪn(t)ʃəl,,"['adjective', 'noun']"
proving,ˈpɹuːvɪŋ,,"['verb', 'noun']"
provision,pɹəˈvɪʒ.ən,,"['verb', 'noun']"
provisional,pɹəˈvɪʒənəl,,"['adjective', 'noun']"
provisions,pɹəˈvɪʒ.ənz,,"['verb', 'noun']"
proviso,pɹəˈvaɪzoʊ,,['noun']
provocateur,pʁɔ.vɔ.ka.tœʁ,,"['adjective', 'noun']"
provocation,ˌpɹɑvəˈkeɪʃən,,['noun']
provocative,pɹəˈvɒk.ə.tɪv,,"['adjective', 'noun']"
provoke,pɹəˈvəʊk,,"['adjective', 'verb']"
provoked,pɹəˈvoʊkt,,['verb']
provolone,ˈpɹoʊvəloʊn,,['noun']
provost,ˈpɹɒvəst,,"['verb', 'noun']"
prow,pɹaʊ,,"['adjective', 'noun']"
prowess,ˈpɹaʊɪs,,['noun']
prowl,pɹaʊl,,"['verb', 'noun']"
prowled,pɹaʊld,,['verb']
prowler,ˈpɹaʊlɚ,,['noun']
prowling,ˈpɹaʊlɪŋ,,"['verb', 'noun']"
prowls,pɹaʊlz,,['verb']
prows,pɹaʊz,,['noun']
proximal,ˈpɹɒksɪməl,,['adjective']
proximity,pɹɑkˈsɪ.mɪ.ti,,['noun']
proxy,ˈpɹɒk.si,,"['adjective', 'verb', 'noun']"
prude,pɹuːd,,"['adjective', 'verb', 'noun']"
prudence,ˈpɹuːdəns,,['noun']
prudent,ˈpɹuːdənt,,['adjective']
prudential,pɹuːˈdɛnʃ(ə)l,,"['adjective', 'noun']"
prudery,ˈpɹuːdəɹi,,['noun']
prune,pɹuːn,,"['verb', 'noun']"
pruned,pɹuːnd,,['verb']
pruner,uːnə(ɹ,,['noun']
prunes,pɹuːnz,,"['verb', 'noun']"
pruning,ˈpɹuːnɪŋ,,"['verb', 'noun']"
prurience,ˈpɹʊəɹiəns,,['noun']
prurient,ˈpɹʊəɹ.i.ənt,,"['adjective', 'verb']"
pry,pɹaɪ,,"['verb', 'noun']"
prying,ˈpɹaɪ.ɪŋ,,"['verb', 'noun']"
précis,ˈpɹeɪsi,,"['adjective', 'verb', 'noun']"
psalm,sɑːm,,"['verb', 'noun']"
psalms,sɑmz,,['noun']
psephology,sɪ.ˈfɒl.ə.d͡ʒi,,['noun']
pseud,s(j)uːd,,['noun']
pseudo,ˈs(j)uːdəʊ,,"['adjective', 'noun']"
pseudonym,ˈs(j)uː.dəʊ.nɪm,,"['adjective', 'noun']"
pseudonymous,ˈsuː.dəˌnɪm.əs,,['adjective']
pshaw,pʃɔː,,"['interjection', 'verb']"
psi,psaɪ,,"['adjective', 'noun']"
psittacosis,ˌsitəˈkoʊsɨs,,['noun']
psoriasis,aɪəsɪ,,['noun']
psst,psːː(t),,"['interjection', 'verb']"
psych,saɪk,,"['interjection', 'adjective', 'verb', 'noun']"
psyche,ˈsaɪ.ki,,"['interjection', 'verb', 'noun']"
psyched,saɪkt,,"['adjective', 'verb']"
psychedelic,ˈsaɪ.kəˌdɛl.ɪk,,"['interjection', 'adjective', 'noun']"
psychiatric,ˌsaɪ.ki.ˈæt.ɹɪk,,['adjective']
psychiatrist,ˌsaɪˈkaɪ.ə.tɹɪst,,['noun']
psychiatry,saɪˈkaɪ.əˌtɹi,,['noun']
psychic,ˈsaɪkɪk,,"['adjective', 'noun']"
psychical,ˈsʌɪkɪk(ə)l,,['adjective']
psychically,ˈsaɪ.kɪk.li,,['adverb']
psyching,ˈsaɪkɪŋ,,['verb']
psycho,ˈsaɪ̯.kəʊ̯,,"['adjective', 'noun']"
psychobabble,ˈsaɪkəʊbab(ə)l,,"['verb', 'noun']"
psychogenic,ˌsʌɪkɒ(ʊ)ˈdʒɛnɪk,,['adjective']
psychokinesis,ˌsaɪkoʊkɪˈnisɪs,,['noun']
psychological,ˌsaɪkəˈlɒdʒɪkl,,['adjective']
psychologist,ˌsaɪˈkɑl.ə.d͡ʒɪst,,['noun']
psychology,saɪˈkɑlədʒi,,['noun']
psychopath,ˈsaɪkoʊˌpæθ,,['noun']
psychopathic,ˈsaɪkoʊˌpæθɪk,,"['adjective', 'noun']"
psychopathology,ˌsaɪkɒpəˈθɒlədʒɪ,,['noun']
psychopaths,ˈsaɪkoʊˌpæθs,,['noun']
psychopathy,saɪˈkɑpəθi,,['noun']
psychosis,saɪˈkəʊsɪs,,['noun']
psychosomatic,ˌsaɪkəʊsəˈmætɪk,,['adjective']
psychotherapy,ˌsaɪkoʊˈθɛɹəpi,,['noun']
psychotic,ˌsaɪˈkɒtɪk,,"['adjective', 'noun']"
psychs,saɪks,,"['verb', 'noun']"
pt,pit,,"['preposition', 'noun']"
ptarmigan,ˈtɑːmɪɡən,,['noun']
pterodactyl,ˌtɛɹəˈdæktl̩,,['noun']
ptomaine,ˈtəʊmeɪn,,['noun']
pub,pʌb,,"['verb', 'noun']"
pubes,pjuːbiz,,"['adjective', 'noun']"
pubescent,pjʊˈbɛs(ə)nt,,"['adjective', 'verb', 'noun']"
pubic,ˈpjuːbɪk,,['adjective']
pubis,ˈpju.bɪs,,['noun']
public,ˈpʌblɪk,,"['adjective', 'noun']"
publican,ˈpʌblɪkən,,"['verb', 'noun']"
publication,ˌpʌblɪˈkeɪʃən,,['noun']
publicity,ɪsɪt,,['noun']
publicize,ˈpʌblɪˌsaɪz,,['verb']
publicly,ˈpʌblɪkli,,['adverb']
publish,ˈpʌblɪʃ,,['verb']
published,ˈpʌblɪʃt,,['verb']
publisher,ˈpʌblɪʃɚ,,['noun']
publishing,ˈpʌblɪʃɪŋ,,"['verb', 'noun']"
pubs,pʌbz,,"['verb', 'noun']"
puce,puːs,,"['adjective', 'verb', 'noun']"
puck,pʌk,,"['verb', 'noun']"
puckish,ˈpʌkɪʃ,,['adjective']
pucks,pʌks,,['noun']
pud,pʊd,,['noun']
pudding,ˈpʊd.ɪŋ,,['noun']
puddings,pu.diŋ,,['noun']
puddle,ˈpʌdəl,,"['verb', 'noun']"
pudenda,pjʊˈdɛndə,,"['adjective', 'noun']"
pudendum,pjʊˈdɛndəm,,['noun']
pudgy,ˈpʌdʒi,,['adjective']
pueblo,ˈpwɛbləʊ,,"['verb', 'noun']"
puerile,ˈpjʊə.ɹaɪl,,['adjective']
puff,pʌf,,"['interjection', 'verb', 'noun']"
puffed,pʌft,,"['adjective', 'verb']"
puffer,ˈpʌfɚ,,['noun']
puffin,ˈpʌfɪn,,['noun']
puffs,pʌfs,,['verb']
puffy,ˈpʌfi,,['adjective']
pug,pʌɡ,,"['verb', 'noun']"
pugilism,ˈpjuːdʒɪlɪzəm,,['noun']
pugilist,ˈpjuː.dʒəlɪst,,['noun']
pugnacious,pʌɡˈneɪ.ʃəs,,['adjective']
pugnacity,pʌɡˈnæsəti,,['noun']
pugs,pʌɡz,,['noun']
puke,pjuːk,,"['adjective', 'verb', 'noun']"
pukka,ˈpʌkə,,['adjective']
pulchritude,ˈpʰʌɫkɹəˌtjuːd,,['noun']
pulchritudinous,ˌpʌlkɹɪˈtjuːdɪnəs,,['adjective']
pule,pjuːl,,"['verb', 'noun']"
pull,pʊl,,"['interjection', 'verb', 'noun']"
pulled,pʊld,,"['adjective', 'verb']"
puller,ˈpʊlɚ,,['noun']
pullet,ˈpʊlɪt,,['noun']
pulley,ˈpʊli,,"['verb', 'noun']"
pulleys,ˈpʊliz,,"['verb', 'noun']"
pulling,ˈpʊlɪŋ,,"['verb', 'noun']"
pulls,pʊlz,,"['verb', 'noun']"
pulp,pʌlp,,"['adjective', 'verb', 'noun']"
pulpit,ˈpʊlpɪt,,['noun']
pulsar,ˈpul.sar,,"['verb', 'noun']"
pulsate,pʌlˈseɪt,,['verb']
pulsation,pʌlˈseɪʃn̩,,['noun']
pulse,pʌls,,"['verb', 'noun']"
pulsed,pʌlst,,"['adjective', 'verb']"
pulsing,ˈpʌlsɪŋ,,"['verb', 'noun']"
puma,puːmə,,"['verb', 'noun']"
pumice,ˈpʌm.ɪs,,"['verb', 'noun']"
pummel,ˈpʌməl,,"['verb', 'noun']"
pump,pʌmp,,"['verb', 'noun']"
pumped,pʌmpt,,"['adjective', 'verb']"
pumpernickel,ˈpʌmpɚˌnɪk(ə)ɫ,,['noun']
pumping,ˈpʌmpɪŋ,,"['verb', 'noun']"
pumpkin,ˈpʌmpkɪn,,['noun']
pumps,pʌmps,,"['verb', 'noun']"
pun,pʌn,,"['verb', 'conjunction', 'adverb', 'adjective', 'noun']"
punch,pʌntʃ,,"['verb', 'noun']"
punchbag,ˈpʌnt͡ʃbæɡ,,['noun']
punched,pʌntʃt,,['verb']
puncheon,ˈpʌntʃən,,['noun']
punching,ˈpʌnt͡ʃɪŋ,,"['verb', 'noun']"
punchline,pœnʃ.lajn,,['noun']
punctilio,pʌŋkˈtɪliˌoʊ,,['noun']
punctilious,pʌŋkˈtɪli.əs,,['adjective']
punctual,ˈpʌŋktjʊəl,,['adjective']
punctuate,ˈpʌŋktjuːeɪt,,['verb']
punctuation,pʌŋk.tʃuˈeɪ.ʃən,,['noun']
puncture,ˈpʌŋktʃə,,"['verb', 'noun']"
pundit,ˈpʌn.dɪt,,['noun']
pungency,ˈpʌndʒənsi,,['noun']
pungent,ˈpʌndʒənt,,"['adjective', 'verb']"
punish,ˈpʌnɪʃ,,['verb']
punished,ˈpʌnɪʃt,,"['adjective', 'verb']"
punishing,ˈpʌnɪʃɪŋ,,"['adjective', 'verb', 'noun']"
punishment,ˈpʌnɪʃmənt,,['noun']
punitive,pjunɪtɪv,,['adjective']
punk,pʌŋk,,"['adjective', 'verb', 'noun']"
punker,ʌŋkə(ɹ,,['noun']
punks,pʌŋks,,"['verb', 'noun']"
punned,pʌnd,,['verb']
punnet,ˈpʌnɪt,,['noun']
punning,ˈpʌnɪŋ,,"['adjective', 'verb', 'noun']"
puns,pʌnz,,"['verb', 'noun']"
punt,pʌnt,,"['verb', 'noun']"
punter,ˈpʌn.tə(ɹ),,"['adjective', 'noun']"
punting,ˈpʌntɪŋ,,['verb']
punts,pʌnts,,"['verb', 'noun']"
puny,ˈpjuːni,,"['adjective', 'noun']"
pup,pʌp,,"['verb', 'noun']"
pupa,ˈpjuːpə,,"['verb', 'noun']"
pupae,ˈpuː.pae̯,,['noun']
pupil,ˈpjuːpəl,,['noun']
pupils,pjuːpəlz,,['noun']
puppet,ˈpʌpɪt,,['noun']
puppeteer,ɪə(ɹ,,"['verb', 'noun']"
puppetry,ˈpə.pə.tri,,['noun']
puppies,ˈpʌpiz,,"['verb', 'noun']"
puppy,ˈpʌpi,,"['verb', 'noun']"
pups,pʌps,,['noun']
purblind,ˈpɜː(ɹ)blaɪnd,,['adjective']
purchase,ˈpɝtʃəs,,"['verb', 'noun']"
purchased,ˈpɝtʃəst,,['verb']
purdah,ˈpəːdɑː,,['noun']
pure,ˈpjʊə,,"['verb', 'conjunction', 'adverb', 'adjective', 'noun']"
puree,ˈpjʊəɹeɪ,,"['verb', 'noun']"
purely,ˈpjɔːli,,['adverb']
pureness,ʊə(ɹ)nə,,['noun']
purer,ˈpjʊəɹə(ɹ),,"['adjective', 'verb']"
purest,ˈpjʊɹəst,,['adjective']
purgatory,ˈpɝɡəˌtɔɹi,,"['adjective', 'noun']"
purge,pɝdʒ,,"['verb', 'noun']"
purger,pyʁ.ʒe,,"['verb', 'noun']"
purging,ɜː(ɹ)dʒɪ,,"['verb', 'noun']"
purification,ˌpjʊəɹɪfɪˈkeɪʃən,,['noun']
purified,ˈpjʊɹɪfaɪ.ɪŋ,,"['adjective', 'verb']"
purifier,py.ʁi.fje,,"['verb', 'noun']"
purify,ˈpjʊəɹɪfaɪ,,['verb']
purine,ˈpjʊəɹiːn,,['noun']
purist,pyˈrɪst,,"['adjective', 'noun']"
puritan,ˈpjʊɹɪtən,,"['adjective', 'noun']"
puritanical,pjʊəɹ.ɪˈtæn.ɪ.kəl,,"['adjective', 'noun']"
puritans,pu.ɾiˈtans,,"['adjective', 'noun']"
purity,ˈpjʊəɹɪti,,['noun']
purl,pɜːl,,"['verb', 'noun']"
purlieu,ˈpɜːljuː,,['noun']
purloin,pɜːˈlɔɪn,,['verb']
purls,pɜːlz,,"['verb', 'noun']"
purple,ˈpɜː(ɹ).pəl,,"['adjective', 'verb', 'noun']"
purport,pəˈpɔːt,,"['verb', 'noun']"
purported,pəɹˈpɔɹ.tɪd,,"['adjective', 'verb']"
purportedly,pə(ɹ)ˈpɔː(ɹ).təd.li,,['adverb']
purpose,ˈpɝpəs,,"['verb', 'noun']"
purposed,ˈpəːpəst,,"['adjective', 'verb']"
purposely,ˈpɝpəsli,,['adverb']
purposes,ˈpɝpəsɪz,,"['verb', 'noun']"
purr,pɜː(ɹ),,"['interjection', 'verb', 'noun']"
purred,ɜː(ɹ),,['verb']
purse,pɜːs,,"['verb', 'noun']"
pursuance,pə(ɹ)ˈsjuːəns,,['noun']
pursuant,pəˈsjuː.ənt,,"['adverb', 'adjective', 'verb']"
pursue,pəˈsjuː,,['verb']
pursued,pəˈsjuːd,,['verb']
pursuing,pəˈsjuː.ɪŋ,,"['verb', 'noun']"
pursuit,pəˈsjuːt,,['noun']
purulence,ˈpjʊəɹʊləns,,['noun']
purulent,ˈpjʊəɹ(j)ʊlənt,,['adjective']
purvey,pəˈveɪ,,['verb']
purveyor,pə(ɹ)ˈveɪə(ɹ),,['noun']
pus,pʌs,,"['interjection', 'verb', 'conjunction', 'adverb', 'noun']"
push,pʊʃ,,"['verb', 'noun']"
pushbike,ˈpʊʃbaɪk,,"['verb', 'noun']"
pushchair,ˈpʊʃ.t͡ʃɛə(ɹ),,['noun']
pushed,pʊʃt,,['verb']
pusher,ˈpʊʃə,,['noun']
pushing,ˈpʊʃɪŋ,,"['adjective', 'verb', 'noun']"
pushover,ˈpʊʃəʊvə(ɹ),,['noun']
pushpin,ˈpʊʃˌpɪn,,"['verb', 'noun']"
pushy,ˈpʊ.ʃi,,['adjective']
pusillanimous,pjuːsɪlˈænɪməs,,['adjective']
puss,pʊs,,['noun']
pusses,pys,,"['verb', 'noun']"
pussy,ˈpʊsɪ,,"['adjective', 'noun']"
pussyfoot,ˈpʊs.iˌfʊt,,['verb']
pustule,ˈpʌstjuːl,,['noun']
put,pʊt,,"['interjection', 'verb', 'preposition', 'adverb', 'noun']"
putative,ˈpju.tə.tɪv,,['adjective']
putrefaction,ˌpjuːtɹəˈfækʃən,,['noun']
putrefactive,æktɪ,,['adjective']
putrefy,ˈpjutɹəfaɪ,,['verb']
putrid,ˈpjuː.tɹɪd,,['adjective']
puts,pʊts,,"['verb', 'noun']"
putsch,pʊtʃ,,['noun']
putt,pʌt,,"['adjective', 'verb', 'noun']"
puttee,ˈpʌtiː,,['noun']
putter,ˈpʌtə(ɹ),,"['verb', 'noun']"
putting,ˈpʊtɪŋ,,"['verb', 'noun']"
putts,pʌts,,"['verb', 'noun']"
putty,ˈpʌti,,"['adjective', 'verb', 'noun']"
putz,pʌts,,"['interjection', 'verb', 'noun']"
puzzle,ˈpʌzəl,,"['verb', 'noun']"
puzzled,ˈpʌ.zl̩d,,"['adjective', 'verb']"
pwn,əʊn,,"['verb', 'noun']"
pwned,əʊnd,,['verb']
pygmy,pɪɡmiː,,"['adjective', 'noun']"
pylon,ˈpaɪ.lɒn,,['noun']
pyramid,ˈpɪɹəmɪd,,"['verb', 'noun']"
pyramidal,pɪˈɹæm.ɪ.dl̩,,"['adjective', 'noun']"
pyre,ˈpaɪɚ,,['noun']
pyrimidine,paɪˈɹɪ.mɪˌdiːn,,['noun']
pyrite,ˈpaɪˌɹaɪt,,['noun']
pyromania,ˌpʌɪɹə(ʊ)ˈmeɪnɪə,,['noun']
pyromaniac,ˌpaɪɹoʊˈmeɪniæk,,['noun']
pyrotechnic,ˌpaɪɹoʊˈtɛknɪk,,['adjective']
pyrotechnics,ˌpaɪ.ɹə.ˈtɛk.nəks,,['noun']
pyruvate,pʌɪˈɹuː.veɪt,,['noun']
python,ˈpaɪθən,,['noun']
pythons,ˈpaɪ.θənz,,['noun']
pyx,pɪks,,"['verb', 'noun']"
q,kjuː,,"['letter', 'pronoun', 'noun']"
qua,kwɑː,,"['pronoun', 'interjection', 'verb', 'conjunction', 'preposition', 'adverb', 'adjective']"
quack,kwæk,,"['adjective', 'verb', 'noun']"
quacks,kwæks,,"['verb', 'noun']"
quad,kwɑd,,"['adjective', 'verb', 'noun']"
quadrangle,ˈkwɒdˌɹæŋ.ɡəl,,"['adjective', 'noun']"
quadrant,ˈkwɑd.ɹənt,,"['verb', 'noun']"
quadrature,ˈkwɒd.ɹəˌtjʊə(ɹ),,['noun']
quadrennial,kwɒˈdɹɛn.i.əl,,"['adjective', 'noun']"
quadrennium,kwɑˈdɹɛnːjəm,,['noun']
quadriceps,kwa.dʁi.sɛps,,['noun']
quadrilateral,ˌkwɑd.ɹəˈlæt.ɚ.əl,,"['adjective', 'noun']"
quadrille,kwɒdˈɹɪl,,"['verb', 'noun']"
quadrilles,ka.dʁij,,"['verb', 'noun']"
quadrillion,kwɑˈdɹɪl.i.ən,,['noun']
quadriplegia,ˌkwɑdɹɪˈplid͡ʒə,,['noun']
quadriplegic,ˌkwɒd.ɹɪˈpliː.dʒɪk,,"['adjective', 'noun']"
quadrivium,kʷaˈdri.u̯i.um,,['noun']
quadruped,ˈkwɒdɹəpɛd,,['noun']
quadruple,ˈkwɒd.ɹʊ.pəl,,"['adjective', 'verb', 'noun']"
quadruplet,kwɒˈdɹʌplət,,"['verb', 'noun']"
quadruplicate,ˌkwɑˈdɹuːplɪkət,,"['adjective', 'verb', 'noun']"
quadruplication,eɪʃə,,['noun']
quaff,kwɒf,,"['verb', 'noun']"
quagmire,ˈkwɒɡ.maɪə(ɹ),,"['verb', 'noun']"
quahog,ˈkəʊ.hɒɡ,,"['verb', 'noun']"
quail,ˈkweɪl,,"['verb', 'noun']"
quailed,kweɪld,,['verb']
quailing,ˈkweɪlɪŋ,,"['verb', 'noun']"
quails,kweɪlz,,"['verb', 'noun']"
quaint,kweɪnt,,"['adjective', 'noun']"
quaintly,ˈkweɪntli,,['adverb']
quaintness,ˈkweɪntnəs,,['noun']
quake,kweɪk,,"['verb', 'noun']"
quakes,kweɪks,,"['verb', 'noun']"
qualification,ˌkwɒlɪfɪˈkeɪʃən,,['noun']
qualifications,ˌkwɑlɪfɪˈkeɪʃənz,,['noun']
qualified,ˈkwɑl.ɪ.faɪd,,"['adjective', 'verb']"
qualifier,ˈkwɑl.ɪ.faɪ.ɚ,,"['verb', 'noun']"
qualify,ˈkwɑl.ɪ.faɪ,,"['verb', 'noun']"
qualitative,ˈkwɑl.ɪˌteɪ.tɪv,,"['adjective', 'noun']"
quality,ˈkwɒlɪti,,"['adjective', 'noun']"
qualm,kwɑm,,"['verb', 'noun']"
qualmish,ˈkwɑːmɪʃ,,['adjective']
quandary,ˈkwɒn.də.ɹi,,['noun']
quango,kwæŋ.ɡəʊ,,['noun']
quanta,ˈkwan.tə,,"['pronoun', 'adjective', 'noun']"
quantification,kɑ̃.ti.fi.ka.sjɔ̃,,['noun']
quantifier,kɑ̃.ti.fje,,"['verb', 'noun']"
quantify,ˈkwɑːn.tə.faɪ,,['verb']
quantitative,ˈkwɒntɪtətɪv,,['adjective']
quantities,ˈkwɑntɪtiz,,['noun']
quantity,ˈkwɒn.tɪ.ti,,['noun']
quantum,ˈkwɒntəm,,"['adjective', 'noun']"
quarantine,ˈkwɒɹ.ən.tiːn,,"['verb', 'noun']"
quark,kwɔːk,,['noun']
quarrel,ˈkwɒɹ(ə)l,,"['verb', 'noun']"
quarreler,kwɔɹəlɜɹ,,['noun']
quarrelsomeness,ˈkwɒɹəlsm̩nəs,,['noun']
quarry,ˈkwɒɹ.i,,"['verb', 'noun']"
quart,kwɔːt,,"['adjective', 'noun']"
quarter,ˈk(w)ɔːtə,,"['adjective', 'verb', 'noun']"
quarterback,kwaʁ.təʁ.bak,,"['verb', 'noun']"
quarterfinal,aɪnə,,['noun']
quartermaster,ˈk(w)ɔɹtɚˌmæstɚ,,"['verb', 'noun']"
quarters,ˈkwɔɹtɚz,,"['verb', 'noun']"
quarterstaff,ˈkwɔɹtəɹˌstæf,,['noun']
quartet,kwɔː(ɹ)ˈtɛt,,['noun']
quarto,ˈkwar.to,,"['adjective', 'noun']"
quartos,ˈkwaɾ.tos,,"['adjective', 'noun']"
quarts,a,,"['adjective', 'noun']"
quartz,k(w)ɔːts,,['noun']
quasar,ˈkweɪ.zɑː,,['noun']
quash,kwɒʃ,,['verb']
quasi,ˈkweɪ.zaɪ,,"['conjunction', 'adverb', 'adjective']"
quatrain,ˈkwɒt.ɹeɪn,,['noun']
quaver,ˈkweɪvə(ɹ),,"['verb', 'noun']"
quavery,ˈkweɪvəɹi,,['adjective']
quay,kiː,,"['adverb', 'adjective', 'verb', 'noun']"
quayside,ˈkiːsaɪd,,['noun']
queasy,ˈkwiː.zi,,['adjective']
queen,kwiːn,,"['verb', 'noun']"
queenly,ˈkwiːnli,,"['adverb', 'adjective']"
queens,iːn,,"['verb', 'noun']"
queer,kwɪɹ,,"['adverb', 'adjective', 'verb', 'noun']"
queerer,ɪɹə(ɹ,,"['adjective', 'noun']"
quell,kwɛl,,"['verb', 'noun']"
quench,kwɛnt͡ʃ,,"['verb', 'noun']"
quenching,ˈkwɛntʃ.ɪŋ,,"['verb', 'noun']"
querulous,ˈkwɛɹ(j)ʊləs,,['adjective']
querulously,ˈkwɛɹ.ʊ.ləs.li,,['adverb']
query,ˈkwɪə.ɹi,,"['verb', 'noun']"
quesadilla,ˌkeɪ̯səˈdiː(l)jə,,['noun']
quest,kwɛst,,"['pronoun', 'verb', 'noun']"
question,ˈkwɛst͡ʃən,,"['verb', 'noun']"
questionable,ˈkwɛst͡ʃənəbl̩,,['adjective']
questioned,ˈkwɛst͡ʃənd,,['verb']
questioning,ˈkwɛs.t͡ʃə.nɪŋ,,"['adjective', 'verb', 'noun']"
questioningly,ˈkwɛstʃənɪŋli,,['adverb']
questionnaire,ˌk(w)estʃəˈnɛə,,"['verb', 'noun']"
questions,ˈkwɛstʃənz,,"['verb', 'noun']"
queue,kjuː,,"['verb', 'noun']"
queued,kjuːd,,['verb']
queues,kjuːz,,"['verb', 'noun']"
quibble,ˈkwɪbəl,,"['verb', 'noun']"
quiche,kiːʃ,,"['adjective', 'verb', 'noun']"
quick,kwɪk,,"['adverb', 'adjective', 'verb', 'noun']"
quicken,ˈkwɪkən,,"['adjective', 'verb', 'noun']"
quicker,ˈkwɪkɚ,,['adjective']
quickie,ˈkwɪki,,['noun']
quickly,ˈkwɪkli,,['adverb']
quickness,ˈkwɪknəs,,['noun']
quicksilver,ˈkwɪkˌsɪlvɚ,,"['adjective', 'verb', 'noun']"
quid,kwɪd,,"['pronoun', 'interjection', 'verb', 'adverb', 'noun']"
quiescence,kwiˈɛsəns,,['noun']
quiescent,ˈkwaɪ̯.ɛsn̩t,,"['adjective', 'verb']"
quiet,ˈkwaɪ.ɪt,,"['interjection', 'adjective', 'verb', 'noun']"
quieten,ˈkwaɪ.ə.tən,,['verb']
quieter,ˈkwaɪ.ə.tɚ,,"['adjective', 'verb', 'noun']"
quietly,ˈkwaɪ.ɪt.li,,['adverb']
quietude,udʒ,,['noun']
quietus,kwaɪˈiːtəs,,['noun']
quiff,kwɪf,,"['verb', 'noun']"
quill,kwɪl,,"['verb', 'noun']"
quilt,kwɪlt,,"['verb', 'noun']"
quilter,ɪltə(r,,['noun']
quin,kwɪn,,"['pronoun', 'interjection', 'conjunction', 'adverb', 'adjective', 'noun']"
quince,kwɪns,,['noun']
quine,kwaɪn,,"['verb', 'noun']"
quinidine,ˈkwɪn.ɪ.diːn,,['noun']
quinine,ˈkwɪ.niːn,,"['verb', 'noun']"
quinoa,ˈkiːn.wɑː,,['noun']
quinsy,ˈkwɪnzi,,['noun']
quint,kwɪnt,,"['adjective', 'verb', 'noun']"
quintessence,kwɪn.ˈtɛs.əns,,"['verb', 'noun']"
quintessential,ˌkwɪnt.əˈsɛn.ʃəl,,['adjective']
quintessentially,ˌkwɪntɛˈsɛntʃəli,,['adverb']
quintet,kwɪnˈtɛt,,['noun']
quintuple,uːpə,,"['adjective', 'verb', 'noun']"
quintuplet,kwɪnˈtʌplət,,['noun']
quip,kwɪp,,"['verb', 'noun']"
quire,ˈkwaɪ.ə(ɹ),,"['verb', 'noun']"
quirk,kwɜːk,,"['verb', 'noun']"
quirky,ɜː(ɹ)k,,['adjective']
quirt,kwɜːt,,"['verb', 'noun']"
quisling,ˈkwɪz.lɪŋ,,"['verb', 'noun']"
quit,kwɪt,,"['adjective', 'verb', 'noun']"
quitclaim,ˈkwɪtkleɪm,,"['verb', 'noun']"
quite,kwaɪt,,"['interjection', 'verb', 'adverb', 'adjective', 'noun']"
quits,kwɪts,,"['adjective', 'verb', 'noun']"
quittance,ˈkwɪtəns,,['noun']
quitter,ˈkwɪ.tə,,"['adjective', 'verb', 'noun']"
quiver,ˈkwɪvə,,"['adjective', 'verb', 'noun']"
quivering,ˈkwɪvəɹɪŋ,,"['adjective', 'verb', 'noun']"
quixotic,kwɪkˈsɒtɪk,,['adjective']
quiz,kwɪz,,"['verb', 'noun']"
quo,kwəʊ,,"['adverb', 'pronoun', 'adjective', 'verb']"
quoin,kɔɪn,,"['verb', 'noun']"
quoit,kɔɪt,,"['verb', 'noun']"
quoits,kɔɪts,,['noun']
quondam,ˈkwɒndəm,,"['adverb', 'adjective']"
quorate,ˈkwɔːɹ.ət,,"['adjective', 'noun']"
quorum,ˈkwɔː.ɹəm,,"['pronoun', 'adjective', 'noun']"
quorums,ˈkwɔː.ɹəmz,,['noun']
quot,kʷot,,[]
quota,ˈkwoʊtə,,"['adjective', 'verb', 'noun']"
quotation,kwoʊˈteɪʃən,,['noun']
quotations,kwoʊˈteɪʃənz,,['noun']
quote,kwəʊt,,"['adjective', 'verb', 'noun']"
quoted,ˈkwəʊtɪd,,['verb']
quoth,kwəʊθ,,['verb']
quotidian,kwəˈtɪdɪən,,"['adjective', 'noun']"
quotient,ˈkwəʊʃənt,,['noun']
qwerty,kwɛʁ.ti,,"['adjective', 'noun']"
r,r,,"['letter', 'preposition', 'verb', 'noun']"
rabbet,ˈɹæbɪt,,"['verb', 'noun']"
rabbi,ˈɹæ.baɪ,,['noun']
rabbinate,ˈɹæbɪnət,,['noun']
rabbinic,ɹəˈbɪnɪk,,['adjective']
rabbinical,rəˈbɪnəkəl,,['adjective']
rabbis,ˈrabɪs,,['noun']
rabbit,ˈɹæbɪt,,"['verb', 'noun']"
rabble,ˈɹæbəl,,"['verb', 'noun']"
rabid,ˈɹæbɪd,,"['adjective', 'noun']"
rabies,ˈɹeɪ.biːz,,"['verb', 'noun']"
raccoon,ɹəˈkuːn,,['noun']
